,area,name,number,address
244,서울특별시 용산구,남산동물병원,02-778-7582,서울특별시 용산구 후암동244-60
245,서울특별시 용산구,금강동물병원,02-798-7512,서울특별시 용산구 이촌동301-160
246,서울특별시 용산구,라온동물병원,02-792-7585,서울특별시 용산구 이태원동225-93
247,서울특별시 용산구,이상윤동물병원,02-792-5455,서울특별시 용산구 이촌동300-23
248,서울특별시 용산구,차오름동물병원,02-706-7975,서울특별시 용산구 산천동93-1
249,서울특별시 용산구,펫토이동물병원,02-795-2184,서울특별시 용산구 한남동653-26
250,서울특별시 용산구,청화동물병원,02-792-7602,서울특별시 용산구 이태원동21-1
251,서울특별시 용산구,원효동물병원,02-719-7070,서울특별시 용산구 원효로2가30-4
252,서울특별시 용산구,열린동물병원,02-3273-0075,서울특별시 용산구 원효로2가84-10
253,서울특별시 용산구,이태원동물병원,02-794-4945,서울특별시 용산구 이태원동531
254,서울특별시 용산구,한남동물병원,02-793-9230,서울특별시 용산구 한남동642-4
255,서울특별시 용산구,21세기동물병원,02-749-6750,서울특별시 용산구 보광동259-1
256,서울특별시 용산구,효창동물병원,02-711-4527,서울특별시 용산구 효창동70-11
257,경상남도 진주시,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)"
258,서울특별시 용산구,서울수의사용산구분회,02-778-7582,서울특별시 용산구 후암동244-60
259,서울특별시 노원구,동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면)
260,서울특별시 도봉구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면상수리 410-1
261,서울특별시 강남구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리410-1
262,서울특별시 성북구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면)
263,경상남도 양산시,양산시유기동물보호소,055-392-5393,경상남도 양산시 동면 석산리392 양산시농업기술센터
264,전라남도 해남군,해남군유기동물보호소,061-533-1141,전라남도 해남군 해남읍 해리355-4
265,인천광역시 부평구,백마동물병원,032-528-1359,인천광역시 부평구 부평동431-15
266,경상남도 거제시,거제시유기동물보호소,055-639-6368,경상남도 거제시 사등면 사곡리375-1번지
267,경기도 수원시,신영통동물병원,031-204-9006,경기도 수원시 영통구 망포동570-5
268,경기도 수원시,에덴동물병원,031-224-2470,경기도 수원시 팔달구 매교동141-5
269,경기도 수원시,정동물병원,031-239-7585,경기도 수원시 팔달구 인계동1135-7
270,경기도 수원시,호매실동물병원,031-294-8277,경기도 수원시 권선구 호매실동82-10
271,경기도 과천시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동)
272,경기도 수원시,순풍동물병원,031-239-3303,경기도 수원시 권선구 세류동537-19
273,경기도 수원시,고병기동물병원,031-236-7582,경기도 수원시 권선구 권선동1192-2
274,경기도 수원시,두리동물병원,031-225-7533,경기도 수원시 권선구 세류동150-8
275,경기도 수원시,전봉근종합동물병원,031-269-7544,경기도 수원시 장안구 천천동528-4 태영프라자 112호
276,경기도 수원시,장안동물병원,031-245-8961,경기도 수원시 장안구 송원로 83 (조원동)장안동물병원
277,경기도 수원시,레오동물병원,031-253-4313,경기도 수원시 장안구 정자동874-2 롯데프라자 206호
278,전라북도 남원시,청원동물병원,063-633-3533,전라북도 남원시 죽항동278번지
279,경상북도 영주시,영주시 동물보호센터,054-639-7354,경상북도 영주시 장수면 반구리 16영주시 동물보호센터 주소 : 영주시 장수면 반구리 407-8
280,충청북도 단양군,단양군유기동물보호소,011-822-4351,충청북도 단양군 매포읍 우덕리910번지
281,경기도 오산시,오산시수의사회,031-372-9325,경기도 오산시 성호대로 36 (오산동)
282,경기도 군포시,군포시 보호소,031-394-2259,경기도 군포시 산본동213번지 9호 외 1필지 2층
283,경기도 평택시,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 88-37 (진위면)
284,경기도 부천시,이솝동물병원,032-652-0034,경기도 부천시 원미구 심곡동367-12
285,경기도 부천시,24시아이동물메디컬,032-677-5262,경기도 부천시 오정구 원종동229-8
286,경상남도 창원시 진해구,진해유기동물보호소,055-225-5701,"경상남도 창원시 진해구 웅천로 218 (성내동, 농업기술센터)205번지 "
287,충청남도 청양군,종합동물병원,041-940-2973,충청남도 청양군 청양읍 읍내리209-29
288,전라북도 무주군,무주군,063-320-2829,전라북도 무주군 무주읍 당산리농업기술센터
289,서울특별시 성동구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리410-1
290,대구광역시 중구,대구광역시수의사회,053-764-3708,대구광역시 북구 호국로 229 (서변동)대구경북수의사회관 6층
291,경기도 구리시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면)
292,경상북도 울진군,울진동물병원,054-783-5200,경상북도 울진군 울진읍 연호로 21-4 (울진읍)울진동물병원
293,서울특별시 광진구,동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리410-1
294,강원도 원주시,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6
295,울산광역시 중구,정앤정동물병원,052-281-2294,울산광역시 중구 구교로 265 (반구동)
296,울산광역시 중구,울산동물병원,052-297-0979,울산광역시 중구 학성공원13길 45 (학성동)
297,울산광역시 중구,나래동물병원,052-245-1275,울산광역시 중구 중앙길 63 (성남동)
298,울산광역시 북구,쿨펫동물병원,052-288-7572,"울산광역시 북구 진장유통로 64 (진장동, 롯데마트)4층 쿨펫동물병원"
299,울산광역시 북구,이솝동물병원,052-295-8875,울산광역시 북구 호계동258-15
300,경기도 의정부시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리410-1
301,경기도 양주시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면)
302,경기도 안산시,(사)한동보,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동)안산시 상록구 부곡동 231-5
303,경상북도 안동시,안동시동물보호센터,010-7703-1999,경상북도 안동시 서후면 태장리 201-1
304,경상남도 창원시 의창성산구,창원유기동물보호소,055-225-5541,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터)창원지도과"
305,강원도 정선군,현대가축병원,033-562-5901,강원도 정선군 정선읍 봉양리3리 현대가축병원
306,경기도 안성시,이성준동물병원,031-673-5858,경기도 안성시 봉남동326-2
307,충청북도 영동군,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원)"
308,인천광역시 미추홀구,인천광역시 수의사회 ,032-515-7567,인천광역시 계양구 다남동35-8
309,강원도 철원군,성일동물병원,033-455-8943,강원도 철원군 동송읍 이평리11리 성일동물병원
310,인천광역시 남동구,인천수의사회,032-515-7567,인천광역시 계양구 다남동35-8
311,대전광역시 유성구,대전동물보호센터,042-825-1118,대전광역시 유성구 갑동로15번길 20-39 (갑동)대전동물보호센터
312,대전광역시 서구,대전동물보호센터,042-825-1118,대전광역시 유성구 갑동로15번길 20-39 (갑동)
313,인천광역시 계양구,계양구유기동물보호소,032-552-0075,인천광역시 계양구 장제로 923 (병방동)
314,전라북도 전주시,프렌즈동물병원,063-227-4975,전라북도 전주시 완산구 삼천동1가592-1
315,인천광역시 강화군,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)"
316,경기도 가평군,가평군유기동물보호소,031-580-4763,"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터)가평 유기동물 보호소"
317,인천광역시 동구,인천종합동물병원,032-765-0112,인천광역시 동구 솔빛로 2 (송현동)
318,서울특별시 강서구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리410-1
319,경상남도 함안군,함안군동물보호소,055-580-4462,경상남도 함안군 가야읍 함안대로 755
320,전라남도 화순군,화순위탁보호소,010-9968-9241,전라남도 화순군 화순읍 한고을길 42 (화순읍)
321,전라남도 영광군,대마동물보호소,011-647-2976,전라남도 영광군 대마면 홍교리397-8
322,제주특별자치도 서귀포시,제주동물보호센터,064-710-4067,제주특별자치도 제주시 첨단동길 184-14 (용강동)
323,전라남도 곡성군,심동물병원,061-362-0779,전라남도 곡성군 옥과면 리문리409-3
324,경상남도 함양군,중앙동물병원,055-963-7615,경상남도 함양군 수동면 변동3길 6-2 (수동면)
325,강원도 태백시,태백유기동물,010-6380-5566,강원도 태백시 문의재로 5 (통동)
326,강원도 평창군,평창군유기동물보호소,010-3397-9150,강원도 평창군 진부면 청송로 61
327,전라남도 함평군,학교유기동물보호소,061-320-1935,전라남도 함평군 학교면 송산길 84 (학교면)월산리 806-1 
328,경상남도 거창군,거창군 농업기술센터,055-940-8140,"경상남도 거창군 거창읍 거함대로 3322 (거창읍, 농업기술센터)가축위생"
329,충청북도 괴산군,괴산증평동물보호센터,010-3169-1151,충청북도 증평군 도안면 입장길 239 (도안면)
330,전라남도 무안군,유기동물보호소,061-450-4035,"전라남도 무안군 무안읍 무안로 339 (무안읍, 무안군농업기술센터)보호소는 개인사유지이므로 보호소와 방문예약 후 찾아가시기 바랍니다.(이 주소는 축산과입니다.)"
331,강원도 고성군,고성군임시보호소,033-680-3723,강원도 고성군 간성읍 간성북로 87 (간성읍)죽왕면 가진리 480번지(도로명주소 미등록)
332,경기도 평택시,필립 동물병원,031-611-7166,경기도 평택시 지산로 34 (지산동)필립 동물병원
333,경상남도 밀양시,밀양시동물보호소,010-5656-6665,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍)
334,서울특별시 동작구,디아크종합동물병원,02-816-7582,서울특별시 동작구 장승배기로27길 18 (노량진동)
335,전라남도 담양군,담양군 동물보호소,010-3604-1338,전라남도 담양군 봉산면 대추1길 111 (봉산면)111
336,경상북도 청도군,청도동물보호소,054-370-6532,"경상북도 청도군 화양읍 청화로 70 (화양읍, 청도군청)농정과 동물방역계"
337,대구광역시 달성군,제이스동물병원,053-585-9057,"대구광역시 달성군 다사읍 세천북로 20 (다사읍, 세천삼정그린코아더베스트아파트2단지)211-B102"
338,서울특별시 마포구,소망동물병원,02-719-7502,서울특별시 마포구 신촌로 258 (아현동)
339,경상남도 통영시,통영시 동물보호센터,055-650-6233,"경상남도 통영시 광도면 향교옆길 31 (광도면, 통영시농업기술센터)"
340,전라북도 김제시,전북말산업복합센터,010-5357-0267,전라북도 김제시 용지면 금백로 571-39 (용지면)전북말산업복합센터
341,경기도 수원시,방실웃는 동물병원,031-212-1999,경기도 수원시 영통구 인계로220번길 20 (매탄동)
342,전라남도 보성군,보성유기동물보호센터,010-3666-5354,전라남도 보성군 노동면 노동천동길 209 (노동면)
343,대구광역시 수성구,금강동물병원,053-746-7111,대구광역시 수성구 동원로 150 (만촌동)금강동물병원
344,대구광역시 수성구,허동물병원,053-752-7535,대구광역시 수성구 수성동2가 명덕로 421 (수성동2가)허동물병원
345,전라북도 김제시,김제시,063-540-3683,"전라북도 김제시 동서로 59 (교동, 김제시농업기술센터)축산진흥과"
346,경상북도 울진군,킴스동물병원,054-781-7782,"경상북도 울진군 울진읍 울진중앙로 41 (울진읍, M모텔)킴스동물병원"
347,전라남도 영암군,유기동물 제1보호소,010-2050-5900,전라남도 영암군 덕진면 우도로 35-1 (덕진면)
348,전라남도 구례군,구례 보호소,010-3285-5325,전라남도 구례군 문척면 구성1길 74-20 (문척면)
349,경상남도 거창군,나래동물병원,055-942-8875,"경상남도 거창군 거창읍 거창대로 13-2 (거창읍, 칠성슈퍼)"
350,경기도 부천시,cj동물병원,032-323-4999,"경기도 부천시 소향로 246 (중동, 새롬프라자6차)"
351,경기도 부천시,나눔농장,010-4747-0507,경기도 부천시 대장로 118 (대장동)
352,전라남도 광양시,광양동물메디컬센터,061-792-7501,"전라남도 광양시 사동로 70 (중동)1층, 2층"
353,울산광역시 남구,강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동)1층
354,경기도 부천시,햇빛동물병원,032-676-7584,경기도 부천시 평천로 718 (삼정동)
355,서울특별시 마포구,동물보호시민단체카라,02-3482-0999,서울특별시 마포구 잔다리로 122 (서교동)동물보호시민단체 카라
356,경상북도 청송군,청송동물보호센터,054-870-6282,경상북도 청송군 청송읍 부곡길 66 (청송읍)청송읍 부곡리 196
357,울산광역시 북구,더웰동물병원,052-955-0075,"울산광역시 북구 신답로 35 (상안동, 국민은행)102호"
358,경기도 부천시,가나동물병원,032-665-0075,"경기도 부천시 중동로 57 (송내동, 상가동)117호"
359,경상북도 경산시,자인동물보호소,010-3506-3661,경상북도 경산시 용성면 육동로 220-18 (용성면)자인동물보호소
360,경상북도 경산시,자인동물병원,010-3506-3661,경상북도 경산시 자인면 자인로 193-1 (자인면)자인동물병원
361,경상북도 경산시,동부동물병원,010-4005-5044,경상북도 경산시 압량면 화랑로63길 2 (압량면)동부동물병원
362,충청남도 서산시,서산동물병원,041-667-5525,충청남도 서산시 안견로 235 (동문동)
363,경기도 화성시,남양유기견보호센터,031-355-7534,경기도 화성시 남양읍 화성로 1483-27 (남양읍)
364,대구광역시 달성군,명곡역동물병원,053-633-7579,대구광역시 달성군 화원읍 비슬로 2490 (화원읍)옥포면 관할
365,대구광역시 달성군,119동물병원,053-585-1195,"대구광역시 달성군 다사읍 달구벌대로 893 (다사읍, 대실요양병원 장례식장)다사읍, 하빈면 관할"
366,서울특별시 강동구,강동리본센터(reborn),070-4163-7350,서울특별시 강동구 양재대로81길 73 (성내동)강동구 유기동물 분양센터(reborn)
367,서울특별시 동작구,동작TNRDAY,02-2133-7654,"서울특별시 중구 태평로1가 세종대로 110 (태평로1가, 서울시청)"
368,경기도 하남시,하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동)하남동물병원
369,충청북도 충주시,충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면)
370,경상북도 경주시,가나동물병원,054-774-9975,경상북도 경주시 금성로 385 (성건동)
371,경기도 하남시,스타동물병원,031-528-8575,경기도 남양주시 별내2로 64 (별내동)센타프라자 202호
372,전라남도 신안군,신안군동물보호소,010-3619-0850,전라남도 무안군 삼향읍 석매길 36 (삼향읍)
373,경상북도 경산시,경산시농업기술센터,053-810-6714,"경상북도 경산시 자인면 계정길 7 (자인면, 경산시농업기술센터)"
374,충청북도 음성군,금왕동물병원,043-877-0763,충청북도 음성군 금왕읍 대금로 1498 (금왕읍)금왕동물병원
375,경상북도 문경시,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동)종합가축병원
376,경기도 시흥시,시흥시농업기술센터,031-310-2324,"경기도 시흥시 관곡지로 139 (하중동, 생명농업기술센터)"
377,충청남도 논산시,논산시청,041-746-6115,"충청남도 논산시 시민로210번길 9 (내동, 논산시청)논산시청"
378,경기도 파주시,야당동물병원,031-948-7579,경기도 파주시 경의로 1100 (야당동)201호
379,경기도 파주시,로뎀동물병원,031-952-7576,"경기도 파주시 문산읍 방촌로 1636 (문산읍, 강산설렁탕)"
380,전라남도 영암군,유기동물제2보호소,010-9599-5400,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍)
381,경기도 의정부시,(사)땡큐애니멀스,070-7727-8899,"경기도 의정부시 추동로 9 (신곡동, 휴먼시티)"
382,광주광역시 동구,튼튼동물병원,062-511-7582,"광주광역시 동구 중앙로 358 (계림동, 금호계림주상복합)상가동 149호"
383,광주광역시 동구,신세계동물병원,062-226-7585,광주광역시 동구 중앙로 150 (호남동)
384,경기도 파주시,파주365동물의료센터,031-945-5365,경기도 파주시 책향기로 573 (목동동)
385,경기도 파주시,팻파라다이스,031-942-7583,"경기도 파주시 청암로17번길 17 (목동동, 홈플러스 파주운정점)2층 17호"
386,경기도 파주시,미엘동물병원,031-935-5009,경기도 파주시 청석로 264 (동패동)2층 201호 거북목프라자
387,경기도 파주시,가온동물병원,031-945-7552,경기도 파주시 가온로 116 (목동동)
388,경기도 파주시,금릉동물병원,031-948-3375,"경기도 파주시 금빛로 19 (금촌동, 파주프라임타워)"
389,부산광역시 부산진구,동물보호관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동)
390,대구광역시 달성군,동인동물병원,053-424-4258,대구광역시 중구 동인동4가 국채보상로 724 (동인동4가)가창면 관할
391,전라북도 전주시,늘푸른동물병원,063-281-0075,"전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가, 늘푸른동물병원)"
392,경상북도 경주시,공원옆동물병원,054-771-0055,경상북도 경주시 용담로 12 (황성동)
393,충청남도 당진시,당진시동물보호소,041-356-8210,충청남도 당진시 고대면 연동로 30-6 (고대면)
394,경상남도 통영시,사랑애완동물병원,055-648-7582,경상남도 통영시 광도면 죽림3로 33 (광도면)사랑애완동물병원
395,충청북도 청주시,반려동물보호센터,043-231-0047,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면)
396,울산광역시 울주군,초록동물병원,052-262-6114,울산광역시 울주군 삼남면 중평로 85 (삼남면)
397,경기도 수원시,두리동물클리닉,031-221-2410,경기도 수원시 팔달구 매산로3가 효원로 53 (매산로3가)
398,경상북도 울릉군,울릉군농업기술센터,054-790-6467,경상북도 울릉군 울릉읍 간령길 83-18 (울릉읍)울릉군농업기술센터
399,경상북도 포항시,영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍)
400,충청남도 아산시,중부벳동물병원,041-533-3563,충청남도 아산시 둔포면 둔포로 33 (둔포면)충청남도 아산시 염치읍 석정리 99-21
401,전라남도 순천시,순천시,061-749-8728,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센타)"
402,전라북도 장수군,문 동물병원 ,010-8876-3475,전라북도 장수군 장수읍 군청길 16 (장수읍)문 동물병원
403,전라남도 곡성군,푸른곡성(임시),061-360-7484,전라남도 곡성군 곡성읍 묘천덕동길 100-63 (곡성읍)
404,경기도 부천시,월드펫동물병원,032-661-7575,경기도 부천시 원미구 부일로 322 (중동)
405,경기도 부천시,다나동물병원,032-323-2737,"경기도 부천시 원미구 도약로 17 (상동, 그린프라자)"
406,경기도 부천시,상동물병원,032-328-0079,경기도 부천시 원미구 조마루로97번길 34-9 (상동)
407,서울특별시 강동구,강동구,02-3425-6012,"서울특별시 강동구 성내로 25 (성내동, 강동구청)강동구청 "
408,부산광역시 영도구,유기동물보호관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동)사)유기동물및동물보호관리협회
409,경상북도 영천시,영천유기동물보호센터,054-339-7179,경상북도 영천시 화남면 신선로 310 (화남면)
410,전라북도 순창군,제일동물병원,010-5593-3797,전라북도 순창군 순창읍 장류로 387 (순창읍)제일동물병원
411,부산광역시 동구,(사)동물보호관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동)(사)유기동물 및 동물보호관리협회
412,경기도 양평군,강아지와고양이AH,031-883-5199,경기도 여주시 북내면 강문로 117 (북내면)
413,경기도 남양주시,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩)1층"
414,전라북도 진안군,유가축병원,063-432-1045,전라북도 진안군 진안읍 대광길 8 (진안읍)
415,충청북도 제천시,제천시 동물보호센터,043-647-0059,충청북도 제천시 청풍호로4가길 1 (영천동)
416,서울특별시 가정보호,테스트용시설,02-123-4567,서울특별시 종로구 통일로 184-37 (홍파동)
417,전라남도 화순군,백남수동물병원,061-374-3443,전라남도 화순군 화순읍 화동로 7 (화순읍)백남수동물병원
418,경상북도 청송군,점곡동물보호센터,054-870-6282,경상북도 청송군 현동면 청송로 3128-135 (현동면)
419,경기도 김포시,김포농업기술센터,031-980-2826,"경기도 김포시 월곶면 오리정로 13 (월곶면, 농업기술센터)농정과 가축방역팀"
420,대구광역시 수성구,예스동물병원,053-768-7543,대구광역시 수성구 동대구로 207 (황금동)
421,경기도 파주시,웰니스클리닉,031-942-7524,"경기도 파주시 한울로 123 (동패동, 이마트운정점)2층, 웰니스클리닉"
422,충청남도 공주시,강북동물병원,041-856-9900,충청남도 공주시 번영1로 54 (신관동)
423,대구광역시 달성군,화원연합동물병원,053-634-7975,대구광역시 달성군 화원읍 사문진로 447 (화원읍)화원읍 관할
424,대구광역시 달성군,달성축산동물병원,053-614-3775,대구광역시 달성군 현풍면 원교길 6 (현풍면)구지면 관할
425,대구광역시 달성군,현풍동물병원,053-614-3570,"대구광역시 달성군 현풍면 현풍중앙로 28 (현풍면)현풍면, 유가면 관할"
426,대구광역시 달성군,포산동물병원,053-616-2478,대구광역시 달성군 현풍면 비슬로 614-1 (현풍면)논공읍 관할
427,경기도 의왕시,수성동물병원,031-355-5883,경기도 화성시 남양읍 남양성지로 34 (남양읍)
428,경기도 화성시,수성동물병원,031-355-5883,경기도 화성시 남양읍 남양성지로 34 (남양읍)
429,대구광역시 수성구,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가)
430,대구광역시 수성구,제니스동물병원,053-756-8290,대구광역시 수성구 달구벌대로 2475 (범어동)
431,대구광역시 서구,대구시수의사회(다우),053-357-7580,대구광역시 서구 원대동3가 팔달로 220 (원대동3가)
432,대구광역시 서구,대구시수의사회(더난),053-552-0075,대구광역시 서구 국채보상로 176 (중리동)
433,대구광역시 서구,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동)
434,대구광역시 서구,대구시수의사회(보경),053-559-9020,대구광역시 서구 달서로 165 (비산동)
435,대구광역시 서구,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동)
436,인천광역시 중구,신공항동물병원,032-751-4598,인천광역시 중구 운중로 35 (운남동)
437,경기도 파주시,스마일양한방동물병원,031-942-3575,"경기도 파주시 금빛로 44 (금촌동, 마이프라자)203호"
438,강원도 강릉시,강릉시 동물보호소,033-641-7515,"강원도 강릉시 성산면 내맬길 172 (성산면, 유기동물보호소)"
439,대구광역시 수성구,(사)대구수의사회,053-764-3708,대구광역시 북구 호국로 229 (서변동)6층
440,경기도 화성시,청산동물병원,010-3580-9913,경기도 화성시 우정읍 3.1만세로 29 (우정읍)
441,충청북도 옥천군,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원)옥천동물병원"
442,전라북도 고창군,한사랑동물병원,063-562-9154,"전라북도 고창군 고창읍 보릿골로 138 (고창읍, 한사랑동물병원)"
443,대구광역시 동구,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동)
444,대구광역시 북구,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동)
445,전라북도 완주군,연합동물병원,010-8668-7582,"전라북도 완주군 용진면 완주로 174 (용진면, 용진면사무소)"
446,경상북도 의성군,중앙동물병원,010-3812-2435,경상북도 의성군 다인면 다인장길 17-1 (다인면)
447,서울특별시 서초구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면)
448,경기도 고양시,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터)고양시동물보호센터"
449,전라남도 장성군,우남동물병원,010-3628-9776,전라남도 장성군 장성읍 청운길 19-1 (장성읍)
450,인천광역시 연수구,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)"
451,서울특별시 용산구,민트동물병원,02-707-2235,"서울특별시 용산구 원효로 51 (산천동, 삼성테마트)119호"
452,서울특별시 금천구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면)
453,경상북도 영양군,영양군유기동물보호소,010-3804-1700,경상북도 영양군 입암면 마령산해로 1202 (입암면).
454,전라남도 순천시,대한동물사랑협회,061-755-7547,"전라남도 순천시 중앙로 3-1 (저전동, 대한동물사랑협회)"
455,경상북도 봉화군,봉화군유기동물보호소,054-679-6865,경상북도 봉화군 봉성면 농업인길 24 (봉성면)봉화군농업기술센터
456,강원도 정선군,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍)
457,경상북도 칠곡군,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍)
458,충청남도 논산시,유명동물병원,041-733-4290,충청남도 논산시 계백로 1034-1 (취암동)유명동물병원
459,경기도 김포시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면)
460,울산광역시 중구,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍)
461,강원도 홍천군,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터)"
462,경기도 수원시,준수동물병원,031-203-7559,경기도 수원시 영통구 영통동986-7
463,전라북도 전주시,하나동물병원,063-253-5677,전라북도 전주시 덕진구 덕진동2가 송천중앙로 17 (덕진동2가)
464,경기도 이천시,강아지와 고양이,031-883-5199,경기도 여주시 북내면 강문로 117 (북내면)
465,충청북도 음성군,테오종합동물병원,043-882-8975,충청북도 음성군 금왕읍 음성로 1203
466,충청북도 음성군,음성군청,043-871-3712,충청북도 음성군 음성읍 중앙로 173음성군청 축산식품과
467,경상북도 김천시,김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동)
468,경기도 광주시,죽전TNR동물병원,031-322-7586,경기도 용인시 처인구 모현면 대지로 407 (모현면) 
469,강원도 화천군,화천군농업기술센터,033-440-2941,강원도 화천군 화천읍 산천어길 206화천군농업기술센터
470,경상남도 창녕군,창녕 유기동물보호소,055-530-6105,경상남도 창녕군 영산면 로터리길 22-1 (영산면)고암면 억만리 28-1
471,전라남도 여수시,임시(직접)보호,061-659-4419,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터)"
472,경상북도 성주군,가야유기동물보호소,010-3515-2020,경상북도 성주군 대가면 동강한강로 941-1가야유기동물보호소
473,강원도 정선군,다나동물병원,033-563-6563,강원도 정선군 정선읍 정선로 1310
474,서울특별시 동대문구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37
475,전라남도 영광군,불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758
476,경기도 성남시,펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합)"
477,서울특별시 강남구,강남25시동물병원,02-545-8575,서울특별시 강남구 학동로 324 (논현동)
478,충청남도 서천군,서천유기동물보호소,041-950-4110,충청남도 서천군 마산면 한마로 1189-19
479,경기도 시흥시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동)한국야생동물보호협회
480,서울특별시 중랑구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37
481,서울특별시 마포구,상암 동물병원,02-375-7222,서울특별시 마포구 월드컵북로 336 (상암동)상암동34-46
482,서울특별시 마포구,웰케어 동물병원,02-337-7575,"서울특별시 마포구 월드컵북로 27 (서교동, 이화빌딩)서교동447-2"
483,서울특별시 종로구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37
484,전라남도 진도군,진도군청,061-540-6322,전라남도 진도군 진도읍 성죽골길 30진도개사업소
485,전라남도 장흥군,장흥군,061-860-6712,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원)축산사업소"
486,충청남도 홍성군,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면)
487,충청남도 보령시,보령시임시보호소,010-5427-7210,충청남도 보령시 녹문1길 95 (내항동)
488,경상북도 군위군,군위군청,054-380-6286,경상북도 군위군 군위읍 군청로 200군위군청
489,부산광역시 동구,동구청,051-440-4525,"부산광역시 동구 구청로 1 (수정동, 동구청)경제진흥과"
490,경기도 동두천시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37
